### PARAMETERS VALUE ###
### LATTICESIZE = 49, NVARIETY = 50, NRESOURCE = 3, NRESOURCEDIST = 1, NETWORKTYPE = 1, PROBABILITYCONNECTION = 0.15, KWT = 4, BETAWT = 0.2, MSF = 2, OUTSIDETRADELIMIT = 0.01, INSIDETRADELIMIT = 0.05, ALPHA = 0.5, NDOMESTICUNITY = 49, PROBABILITYNEWVAR = 0.0001, MAXTIME = 1000, TIMEINTERVAL = 10, NRUN = 500 ###

time; nVar; meanDU; param
20; 49.91; 33.0104; 100
30; 49.992; 28.142; 100
40; 49.84; 23.4054; 100
50; 48.908; 18.7914; 100
60; 46.56; 14.3933; 100
70; 42.884; 10.5157; 100
80; 38.674; 7.77656; 100
90; 34.386; 6.27708; 100
100; 30.678; 5.6301; 100
110; 28.754; 5.35688; 100
120; 27.978; 5.21936; 100
130; 27.524; 5.14842; 100
140; 27.38; 5.10906; 100
150; 27.278; 5.08756; 100
160; 27.244; 5.0765; 100
170; 27.24; 5.07024; 100
180; 27.24; 5.06604; 100
190; 27.232; 5.0629; 100
200; 27.224; 5.06118; 100
210; 27.226; 5.06046; 100
220; 27.234; 5.06004; 100
230; 27.234; 5.0595; 100
240; 27.252; 5.05858; 100
250; 27.258; 5.05744; 100
260; 27.266; 5.05672; 100
270; 27.284; 5.05604; 100
280; 27.284; 5.05522; 100
290; 27.306; 5.0545; 100
300; 27.324; 5.0543; 100
310; 27.348; 5.054; 100
320; 27.342; 5.05364; 100
330; 27.358; 5.05318; 100
340; 27.372; 5.05226; 100
350; 27.38; 5.05184; 100
360; 27.4; 5.05126; 100
370; 27.41; 5.05048; 100
380; 27.418; 5.04996; 100
390; 27.434; 5.04924; 100
400; 27.452; 5.04858; 100
410; 27.452; 5.04792; 100
420; 27.46; 5.04746; 100
430; 27.484; 5.04746; 100
440; 27.494; 5.0474; 100
450; 27.508; 5.04684; 100
460; 27.508; 5.04612; 100
470; 27.508; 5.0458; 100
480; 27.518; 5.04546; 100
490; 27.534; 5.0449; 100
500; 27.546; 5.04418; 100
510; 27.558; 5.04354; 100
520; 27.564; 5.04338; 100
530; 27.578; 5.04312; 100
540; 27.588; 5.043; 100
550; 27.602; 5.04272; 100
560; 27.606; 5.04234; 100
570; 27.62; 5.042; 100
580; 27.63; 5.0416; 100
590; 27.63; 5.0413; 100
600; 27.64; 5.0411; 100
